,molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,MW,HeavyAtomMolWt,LogP,MolMR,NumHDonors,NumHAcceptors,NumAtoms,AR,TPSA,RB,bioactivity_class
0,CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,Ki,33.0,nM,295.81,273.63399999999996,2.847700000000002,81.12700000000005,0.0,3.0,20.0,1.0,29.54,2.0,active
1,CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,Ki,314.0,nM,295.81,273.63399999999996,2.847700000000002,81.12700000000005,0.0,3.0,20.0,1.0,29.54,2.0,inactive
2,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,32.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,active
3,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,388.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
4,CHEMBL333280,CN1CCC(O)(c2ccc(Cl)c(Cl)c2)C([C@@H](O)c2ccc(Cl)c(Cl)c2)C1,Ki,4140.0,nM,435.1780000000001,416.0260000000002,5.173100000000004,107.38460000000002,2.0,3.0,26.0,2.0,43.7,3.0,inactive
5,CHEMBL120490,CN1CCC(O)(c2ccc(Cl)c(Cl)c2)C(C(=O)c2ccc(Cl)c(Cl)c2)C1,Ki,10.9,nM,433.16200000000015,416.0260000000002,5.322400000000004,106.75530000000002,1.0,3.0,26.0,2.0,40.54,3.0,active
6,CHEMBL120269,Cc1ccc(C2OC(=O)OC3(c4ccc(C)cc4)CCN(C)CC23)cc1,Ki,8190.0,nM,351.4460000000001,326.24600000000004,4.358540000000003,99.94700000000005,0.0,4.0,26.0,2.0,38.77,2.0,inactive
7,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,231.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
8,CHEMBL333476,Cc1ccc([C@H](O)C2CN(C)CCC2(O)c2ccc(C)cc2)cc1,Ki,10650.0,nM,325.452,298.23600000000005,3.1763400000000015,96.81860000000003,2.0,3.0,24.0,2.0,43.7,3.0,inactive
9,CHEMBL120951,CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1,Ki,5700.0,nM,331.362,312.21,2.987000000000002,86.63130000000004,1.0,3.0,24.0,2.0,40.54,3.0,inactive
10,CHEMBL118794,CN1CCC(O)(c2ccc(Cl)cc2Cl)C([C@@H](O)c2ccc(Cl)cc2Cl)C1,Ki,4350.0,nM,435.1780000000001,416.0260000000001,5.173100000000004,107.38460000000002,2.0,3.0,26.0,2.0,43.7,3.0,inactive
11,CHEMBL331334,CN1CCC(O)(c2ccc(Cl)cc2Cl)C(C(=O)c2ccc(Cl)cc2Cl)C1,Ki,3650.0,nM,433.16200000000015,416.0260000000001,5.322400000000004,106.75530000000002,1.0,3.0,26.0,2.0,40.54,3.0,inactive
12,CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,Ki,0.48,nM,385.245,365.08500000000004,3.0305000000000017,86.59600000000005,0.0,3.0,20.0,1.0,29.54,2.0,active
13,CHEMBL174088,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(/C=C\I)cc1)N2,Ki,3.47,nM,397.256,377.096,3.4894000000000016,92.30570000000003,1.0,3.0,21.0,1.0,38.33,3.0,active
14,CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,Ki,0.49,nM,266.388,244.21199999999993,3.5328000000000026,85.84170000000005,1.0,2.0,20.0,2.0,15.27,4.0,active
15,CHEMBL106939,CN(C)Cc1ccccc1Sc1ccc(C#N)cc1N,Ki,1423.0,nM,283.40000000000003,266.26399999999995,3.3532800000000016,83.52540000000005,1.0,4.0,20.0,2.0,53.05,4.0,inactive
16,CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,Ki,1.46,nM,318.339,297.171,3.201500000000001,78.71440000000003,1.0,4.0,22.0,1.0,56.84,9.0,active
17,CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,Ki,30.0,nM,271.35999999999996,250.19199999999992,3.424800000000002,81.34870000000005,1.0,3.0,20.0,2.0,30.49,7.0,active
18,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Ki,60.0,nM,313.39700000000005,290.213,3.1938000000000004,90.03170000000006,1.0,4.0,23.0,2.0,39.72,6.0,active
19,CHEMBL104673,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1N,Ki,2038.0,nM,326.387,309.251,4.5004000000000035,83.81240000000004,1.0,3.0,22.0,2.0,29.259999999999998,4.0,inactive
20,CHEMBL107077,COc1ccc(Sc2ccccc2CN(C)C)c(N)c1,Ki,2651.0,nM,288.41600000000005,268.256,3.4902000000000006,85.36240000000004,1.0,4.0,20.0,2.0,38.49,5.0,inactive
21,CHEMBL432394,CN(C)Cc1ccccc1Sc1ccc(Cl)cc1N,Ki,115.0,nM,292.83500000000004,275.69899999999996,4.135000000000003,83.82040000000005,1.0,3.0,19.0,2.0,29.259999999999998,4.0,inactive
22,CHEMBL173427,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(/C=C/I)cc1)N2,Ki,1.88,nM,397.256,377.096,3.4894000000000016,92.30570000000003,1.0,3.0,21.0,1.0,38.33,3.0,active
23,CHEMBL353333,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2,Ki,0.12,nM,371.21799999999996,353.074,2.6883,81.96870000000004,1.0,3.0,19.0,1.0,38.33,2.0,active
24,CHEMBL28394,CN1C2CCC1[C@@H](/C=C/Cl)[C@@H](c1ccc(Cl)cc1)C2,Ki,0.88,nM,296.24100000000004,277.089,4.658800000000004,81.86600000000004,0.0,1.0,19.0,1.0,3.24,2.0,active
25,CHEMBL28394,CN1C2CCC1[C@@H](/C=C/Cl)[C@@H](c1ccc(Cl)cc1)C2,Ki,0.22,nM,296.24100000000004,277.089,4.658800000000004,81.86600000000004,0.0,1.0,19.0,1.0,3.24,2.0,active
26,CHEMBL342055,c1ccc(CC(c2ccccc2)c2ccncc2)cc1,Ki,99.0,nM,259.35200000000003,242.21599999999995,4.456200000000003,82.66800000000005,0.0,1.0,20.0,3.0,12.89,4.0,active
27,CHEMBL342055,c1ccc(CC(c2ccccc2)c2ccncc2)cc1,Ki,263.0,nM,259.35200000000003,242.21599999999995,4.456200000000003,82.66800000000005,0.0,1.0,20.0,3.0,12.89,4.0,inactive
28,CHEMBL357322,c1ccc(Cc2ccncc2)cc1,Ki,10000.0,nM,169.227,158.13899999999998,2.6724000000000006,53.485000000000035,0.0,1.0,13.0,2.0,12.89,2.0,inactive
29,CHEMBL357322,c1ccc(Cc2ccncc2)cc1,Ki,10000.0,nM,169.227,158.13899999999998,2.6724000000000006,53.485000000000035,0.0,1.0,13.0,2.0,12.89,2.0,inactive
30,CHEMBL347772,c1ccc(C(c2ccccc2)c2ccccn2)cc1,Ki,742.0,nM,245.325,230.20499999999996,4.261800000000003,78.06600000000005,0.0,1.0,19.0,3.0,12.89,3.0,inactive
31,CHEMBL347772,c1ccc(C(c2ccccc2)c2ccccn2)cc1,Ki,1067.0,nM,245.325,230.20499999999996,4.261800000000003,78.06600000000005,0.0,1.0,19.0,3.0,12.89,3.0,inactive
32,CHEMBL150045,c1ccc(C(c2ccccc2)c2ccncc2)cc1,Ki,79.0,nM,245.325,230.20499999999996,4.261800000000003,78.06600000000005,0.0,1.0,19.0,3.0,12.89,3.0,active
33,CHEMBL150045,c1ccc(C(c2ccccc2)c2ccncc2)cc1,Ki,255.0,nM,245.325,230.20499999999996,4.261800000000003,78.06600000000005,0.0,1.0,19.0,3.0,12.89,3.0,inactive
34,CHEMBL149246,c1ccc(C(c2ccccc2)c2cccnc2)cc1,Ki,780.0,nM,245.325,230.20499999999996,4.261800000000003,78.06600000000005,0.0,1.0,19.0,3.0,12.89,3.0,inactive
35,CHEMBL149246,c1ccc(C(c2ccccc2)c2cccnc2)cc1,Ki,860.0,nM,245.325,230.20499999999996,4.261800000000003,78.06600000000005,0.0,1.0,19.0,3.0,12.89,3.0,inactive
36,CHEMBL357312,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,Ki,10000.0,nM,255.32,242.21599999999995,5.055000000000003,84.68500000000003,0.0,1.0,20.0,4.0,12.89,1.0,inactive
37,CHEMBL357312,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,Ki,10000.0,nM,255.32,242.21599999999995,5.055000000000003,84.68500000000003,0.0,1.0,20.0,4.0,12.89,1.0,inactive
38,CHEMBL149878,c1cncc(-c2c3ccccc3cc3ccccc23)c1,Ki,10000.0,nM,255.32,242.21599999999992,5.055000000000003,84.68500000000003,0.0,1.0,20.0,4.0,12.89,1.0,inactive
39,CHEMBL149878,c1cncc(-c2c3ccccc3cc3ccccc23)c1,Ki,10000.0,nM,255.32,242.21599999999992,5.055000000000003,84.68500000000003,0.0,1.0,20.0,4.0,12.89,1.0,inactive
40,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,270.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
41,CHEMBL132683,COC(=O)C1C(c2ccc(O)c(O)c2)CC2CCC1N2C,Ki,970.0,nM,291.347,270.179,1.8370999999999997,77.20860000000005,2.0,5.0,21.0,1.0,70.0,2.0,inactive
42,CHEMBL544370,Cl.OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21,Ki,2.55,nM,344.7980000000002,327.66200000000003,2.4964000000000004,91.98080000000003,1.0,5.0,24.0,2.0,54.29,1.0,active
43,CHEMBL417049,CN(CCOC(c1ccccc1)c1ccccc1)C1CCN(CCCc2ccccc2)CC1,Ki,30.0,nM,442.6470000000004,404.3430000000002,5.821600000000007,137.53399999999993,0.0,3.0,33.0,3.0,15.71,11.0,active
44,CHEMBL26320,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,73.0,nM,414.59300000000013,380.3210000000002,5.0430000000000055,128.32200000000003,0.0,3.0,31.0,3.0,15.71,10.0,active
45,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,490.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
46,CHEMBL336100,OC1(c2ccc(Cl)cc2)c2cccc(F)c2C2=NCCN21,Ki,23.1,nM,302.73600000000005,290.64,2.7483000000000013,78.9608,1.0,3.0,21.0,2.0,35.830000000000005,1.0,active
47,CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Ki,45.0,nM,284.74600000000004,271.642,2.6092000000000004,79.00280000000002,1.0,3.0,20.0,2.0,35.830000000000005,1.0,active
48,CHEMBL133070,COC(=O)C1C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,Ki,10000.0,nM,343.4230000000001,318.22300000000007,2.831100000000001,93.88800000000006,0.0,5.0,25.0,1.0,63.68000000000001,4.0,inactive
49,CHEMBL67024,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,110.0,nM,432.58300000000014,399.31900000000024,5.228400000000006,128.24770000000004,1.0,3.0,32.0,3.0,24.5,10.0,inactive
50,CHEMBL130668,Oc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,Ki,87.1,nM,280.32699999999994,264.19899999999996,2.0515,80.27460000000002,2.0,4.0,21.0,2.0,56.06,1.0,active
51,CHEMBL443797,CN(CCCc1ccccc1)C1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,Ki,340.0,nM,442.6470000000001,404.34300000000025,5.821600000000006,137.5339999999999,0.0,3.0,33.0,3.0,15.71,11.0,inactive
52,CHEMBL335165,COC(=O)C1=C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,Ki,10000.0,nM,341.4070000000001,318.22300000000007,2.884900000000002,94.57700000000004,0.0,5.0,25.0,1.0,63.68000000000001,4.0,inactive
53,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,760.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
54,CHEMBL132614,COC(=O)C1=C(c2ccc(O)c(O)c2)CC2CCC1N2C,Ki,10000.0,nM,289.33099999999996,270.179,1.8908999999999998,77.89760000000004,2.0,5.0,21.0,1.0,70.0,2.0,inactive
55,CHEMBL421867,c1ccc(CCCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,160.0,nM,428.6200000000001,392.3320000000002,5.479400000000005,132.90669999999997,1.0,3.0,32.0,3.0,24.5,11.0,inactive
56,CHEMBL336940,COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1,Ki,2.9,nM,314.77199999999993,299.65200000000004,2.617800000000001,85.55480000000001,1.0,4.0,22.0,2.0,45.06,2.0,active
57,CHEMBL66112,Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,100.0,nM,446.6100000000001,411.33000000000027,5.476000000000005,132.81669999999997,1.0,3.0,33.0,3.0,24.5,11.0,inactive
58,CHEMBL133043,COc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,Ki,36.2,nM,294.354,276.21,2.3545000000000007,85.16180000000003,1.0,4.0,22.0,2.0,45.06,2.0,active
59,CHEMBL133902,OC1(c2ccccc2)c2ccccc2C2=NCCN21,Ki,1070.0,nM,250.30099999999996,236.18899999999996,1.9558,73.99280000000003,1.0,3.0,19.0,2.0,35.830000000000005,1.0,inactive
60,CHEMBL63703,c1ccc(CN2CCC(NCCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,83.0,nM,400.56600000000014,368.3100000000002,5.046800000000005,123.42270000000003,1.0,3.0,30.0,3.0,24.5,9.0,active
61,CHEMBL67203,c1ccc(CCCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,18.0,nM,442.6470000000001,404.34300000000025,5.727000000000006,137.47569999999993,1.0,3.0,33.0,3.0,24.5,12.0,active
62,CHEMBL132683,COC(=O)C1C(c2ccc(O)c(O)c2)CC2CCC1N2C,Ki,1370.0,nM,291.347,270.179,1.8370999999999997,77.20860000000005,2.0,5.0,21.0,1.0,70.0,2.0,inactive
63,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,6400.0,nM,153.18099999999998,142.09299999999996,0.5989999999999998,42.53000000000002,3.0,3.0,11.0,1.0,66.48,2.0,inactive
64,CHEMBL130477,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,Ki,1.7,nM,298.7730000000001,283.653,2.9993000000000007,83.61980000000003,1.0,3.0,21.0,2.0,35.830000000000005,1.0,active
65,CHEMBL132955,OC1(c2ccc(Cl)cc2)c2cc(Cl)c(Cl)cc2C2=NCCN21,Ki,1.05,nM,353.63600000000014,342.5480000000001,3.916000000000002,89.02280000000002,1.0,3.0,22.0,2.0,35.830000000000005,1.0,active
66,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,419.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
67,CHEMBL133070,COC(=O)C1C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,Ki,10000.0,nM,343.4230000000001,318.22300000000007,2.831100000000001,93.88800000000006,0.0,5.0,25.0,1.0,63.68000000000001,4.0,inactive
68,CHEMBL335423,COC(=O)C1C(c2ccc(OC)c(OC)c2)CC2CCC1N2C,Ki,1536.0,nM,319.40100000000007,294.201,2.4431000000000003,86.98300000000006,0.0,5.0,23.0,1.0,48.00000000000001,4.0,inactive
69,CHEMBL67078,c1ccc(CCCNCC2CCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,70.0,nM,442.6470000000001,404.34300000000025,5.727000000000006,137.4756999999999,1.0,3.0,33.0,3.0,24.5,12.0,active
70,CHEMBL132082,COc1ccc2c(c1)C(O)(c1ccc(Cl)cc1)N1CCN=C21,Ki,6.0,nM,314.7720000000001,299.65200000000004,2.617800000000001,85.55480000000004,1.0,4.0,22.0,2.0,45.06,2.0,active
71,CHEMBL417035,Fc1ccc(CCNCC2CCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,87.0,nM,446.6100000000001,411.33000000000027,5.476000000000006,132.81669999999997,1.0,3.0,33.0,3.0,24.5,11.0,active
72,CHEMBL69380,CN(CCc1ccc(F)cc1)CC1CCCN(CCOC(c2ccccc2)c2ccccc2)C1,Ki,90.0,nM,460.63700000000017,423.3410000000003,5.818200000000006,137.44399999999993,0.0,3.0,34.0,3.0,15.71,11.0,active
73,CHEMBL132954,COc1cccc2c1C(O)(c1ccc(Cl)cc1)N1CCN=C21,Ki,10.3,nM,314.7720000000001,299.65200000000004,2.617800000000001,85.55480000000004,1.0,4.0,22.0,2.0,45.06,2.0,active
74,CHEMBL336613,Clc1ccc(C2c3ccccc3C3=NCCN32)cc1,Ki,23.0,nM,268.74699999999996,255.64299999999994,3.505200000000003,77.84700000000002,0.0,2.0,19.0,2.0,15.6,1.0,active
75,CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Ki,45.0,nM,284.74600000000004,271.642,2.6092000000000004,79.00280000000002,1.0,3.0,20.0,2.0,35.830000000000005,1.0,active
76,CHEMBL334577,OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCCN21,Ki,2.01,nM,348.8330000000002,331.69700000000006,4.152500000000003,101.12580000000004,1.0,3.0,25.0,3.0,35.830000000000005,1.0,active
77,CHEMBL340281,OC1(c2ccc3ccccc3c2)c2ccc3ccccc3c2C2=NCCN21,Ki,2.83,nM,350.42100000000016,332.27700000000004,4.262200000000004,109.00480000000005,1.0,3.0,27.0,4.0,35.830000000000005,1.0,active
78,CHEMBL133646,OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCN21,Ki,27.2,nM,334.80600000000015,319.68600000000004,3.762400000000003,96.50880000000004,1.0,3.0,24.0,3.0,35.830000000000005,1.0,active
79,CHEMBL337020,OC1(c2ccc(Cl)cc2)c2ccccc2C2=N[C@H]3CCCC[C@@H]3N21,Ki,152.0,nM,338.8380000000002,319.6860000000001,3.9204000000000025,95.31280000000002,1.0,3.0,24.0,2.0,35.830000000000005,1.0,inactive
80,CHEMBL132676,OC1(c2ccc3ccccc3c2)c2ccccc2C2=NCCN21,Ki,45.0,nM,300.36100000000005,284.233,3.1090000000000027,91.49880000000003,1.0,3.0,23.0,3.0,35.830000000000005,1.0,active
81,CHEMBL130477,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,Ki,1.7,nM,298.7730000000001,283.653,2.9993000000000007,83.61980000000003,1.0,3.0,21.0,2.0,35.830000000000005,1.0,active
82,CHEMBL137020,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4s3)CC2)c2ccc(F)cc2)cc1,Ki,1.61,nM,477.6200000000002,448.3880000000002,7.587800000000007,135.03799999999995,0.0,3.0,34.0,4.0,12.47,8.0,active
83,CHEMBL538405,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4[nH]3)CC2)c2ccc(F)cc2)cc1,Ki,0.73,nM,460.56800000000015,430.3280000000002,6.854400000000006,131.5117,1.0,2.0,34.0,4.0,28.259999999999998,8.0,active
84,CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,3.7,nM,450.5730000000001,418.3170000000002,5.3212000000000055,128.23800000000003,0.0,3.0,33.0,3.0,15.71,10.0,active
85,CHEMBL77867,Fc1ccc(C(OCCC2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,1.1,nM,449.5850000000001,416.3210000000002,6.805700000000007,129.13900000000004,0.0,2.0,33.0,3.0,12.47,10.0,active
86,CHEMBL136057,Fc1ccc(C(OCCC2CCN(C/C=C/c3ccco3)CC2)c2ccc(F)cc2)cc1,Ki,0.99,nM,437.53000000000014,408.2980000000002,6.4793000000000065,122.11800000000004,0.0,3.0,32.0,3.0,25.61,9.0,active
87,CHEMBL35411,Fc1ccc(C(OCCC2CCN(Cc3cccc4ccccc34)CC2)c2ccc(F)cc2)cc1,Ki,16.0,nM,471.5910000000002,440.34300000000025,7.526300000000007,137.16099999999994,0.0,2.0,35.0,4.0,12.47,8.0,active
88,CHEMBL416409,Fc1ccc(C(OCCC2CCN(Cc3ccc4ccccc4c3)CC2)c2ccc(F)cc2)cc1,Ki,0.71,nM,471.5910000000002,440.34300000000025,7.526300000000007,137.16099999999992,0.0,2.0,35.0,4.0,12.47,8.0,active
89,CHEMBL343534,Fc1ccc(C(OCCC2CCN(C/C=C/c3cccs3)CC2)c2ccc(F)cc2)cc1,Ki,1.3,nM,453.5980000000001,424.36600000000016,6.947800000000007,127.72900000000004,0.0,3.0,32.0,3.0,12.47,9.0,active
90,CHEMBL136249,Fc1ccc(C(OCCC2CCN(CC#Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,5.3,nM,445.5530000000001,416.3210000000002,6.224600000000007,127.69600000000004,0.0,2.0,33.0,3.0,12.47,7.0,active
91,CHEMBL137718,Fc1ccc(C(OCCC2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,0.45,nM,447.56900000000013,416.3210000000002,6.8863000000000065,129.85200000000003,0.0,2.0,33.0,3.0,12.47,9.0,active
92,CHEMBL136154,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4o3)CC2)c2ccc(F)cc2)cc1,Ki,1.01,nM,461.5520000000002,432.3200000000002,7.119300000000006,129.42700000000002,0.0,3.0,34.0,4.0,25.61,8.0,active
93,CHEMBL14144,CN1C2CCC1C(C(=O)Oc1ccccc1)C(c1ccc(Cl)cc1)C2,Ki,5.25,nM,355.8650000000001,333.689,4.511900000000004,98.95000000000005,0.0,3.0,25.0,2.0,29.540000000000003,3.0,active
94,CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,Ki,16540.0,nM,324.39900000000006,303.231,3.812980000000003,90.91400000000006,0.0,3.0,24.0,2.0,36.26,5.0,inactive
95,CHEMBL121611,Fc1ccc(C(OCCNCCCNCCc2ccccc2)c2ccc(F)cc2)cc1,Ki,28.0,nM,424.535,394.29500000000013,4.882800000000004,121.09740000000004,2.0,3.0,31.0,3.0,33.29,13.0,active
96,CHEMBL122859,O=C1CN(CCc2ccccc2)CCN1CCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,1430.0,nM,450.52900000000005,422.3050000000002,4.4577000000000035,123.76100000000005,0.0,3.0,33.0,3.0,32.78,9.0,inactive
97,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Ki,10000.0,nM,313.39700000000005,290.213,3.1938000000000004,90.03170000000006,1.0,4.0,23.0,2.0,39.72,6.0,inactive
98,CHEMBL123252,CN(CCCc1ccccc1)CCCN(C)CCOC(c1ccccc1)c1ccccc1,Ki,122.0,nM,430.636,392.3320000000002,5.679100000000006,135.05299999999994,0.0,3.0,32.0,3.0,15.71,14.0,inactive
99,CHEMBL14305,COC(=O)C1C(c2ccc(/C=C\Br)cc2)CC2CCC1N2C,Ki,3.1,nM,364.28300000000013,342.10700000000014,3.7915000000000028,91.84000000000006,0.0,3.0,22.0,1.0,29.54,3.0,active
100,CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,3.5,nM,397.256,377.096,3.4894000000000016,92.30570000000003,1.0,3.0,21.0,1.0,38.33,3.0,active
101,CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,15.0,nM,397.256,377.096,3.4894000000000016,92.30570000000003,1.0,3.0,21.0,1.0,38.33,3.0,active
102,CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,15.0,nM,397.256,377.096,3.4894000000000016,92.30570000000003,1.0,3.0,21.0,1.0,38.33,3.0,active
103,CHEMBL420900,O=C(Cc1ccccc1)NCCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,61.0,nM,438.51800000000003,410.29400000000015,4.409400000000003,121.23740000000004,2.0,3.0,32.0,3.0,50.36,12.0,active
104,CHEMBL333667,O=C(Cc1ccccc1)NCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,54.0,nM,424.491,398.28300000000013,4.019300000000003,116.62040000000003,2.0,3.0,31.0,3.0,50.36,11.0,active
105,CHEMBL122452,CN(CCCN(C)CCc1ccccc1)CCOC(c1ccccc1)c1ccccc1,Ki,322.0,nM,416.6090000000001,380.3210000000002,5.289000000000005,130.436,0.0,3.0,31.0,3.0,15.71,13.0,inactive
106,CHEMBL2112594,O=C(CCc1ccccc1)NCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,51.0,nM,438.5180000000001,410.29400000000015,4.409400000000003,121.23740000000004,2.0,3.0,32.0,3.0,50.36,12.0,active
107,CHEMBL275212,COC(=O)C1C(c2ccc(/C=C\I)cc2)CC2CCC1N2C,Ki,22.0,nM,411.28300000000013,389.10700000000014,3.8316000000000026,96.93300000000004,0.0,3.0,22.0,1.0,29.54,3.0,active
108,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,759.0,nM,303.35800000000006,282.19,1.8677,80.34150000000005,0.0,5.0,22.0,1.0,55.84,3.0,inactive
109,CHEMBL121027,CN(CCOC(c1ccccc1)c1ccccc1)CCN(C)CCc1ccc(F)cc1,Ki,30.0,nM,420.57200000000023,387.3080000000001,5.038000000000006,125.77700000000007,0.0,3.0,31.0,3.0,15.71,12.0,active
110,CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,Ki,1.3,nM,385.245,365.08500000000004,3.0305000000000017,86.59600000000005,0.0,3.0,20.0,1.0,29.54,2.0,active
111,CHEMBL121460,CN(CCOC(c1ccc(F)cc1)c1ccc(F)cc1)CCN(C)CCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,26.0,nM,580.6660000000004,544.3780000000003,7.018800000000008,156.18399999999966,0.0,4.0,42.0,4.0,24.94,15.0,active
112,CHEMBL123830,O=C(Cc1ccc(F)cc1)NCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,54.0,nM,442.48100000000005,417.2810000000002,4.158400000000003,116.57840000000003,2.0,3.0,32.0,3.0,50.36,11.0,active
113,CHEMBL14613,COC(=O)C1C2CCC(CC1c1ccc(I)cc1)N2,Ki,0.69,nM,371.21799999999996,353.074,2.6883,81.96870000000004,1.0,3.0,19.0,1.0,38.33,2.0,active
114,CHEMBL124222,O=C1CN(CCOC(c2ccccc2)c2ccccc2)CCN1CCCc1ccccc1,Ki,8200.0,nM,428.5760000000003,396.3200000000002,4.569600000000005,128.46200000000005,0.0,3.0,32.0,3.0,32.78,10.0,inactive
