,molecule_chembl_id,smiles,standard_type,standard_value,standard_units,MW,LogP,NumHDonors,NumHAcceptors,AR,RB,bioactivity_class,bioactivity_class_encoded
1798,CHEMBL2337592,Clc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,Ki,63.1,nM,287.7900000000001,4.069600000000003,1.0,2.0,2.0,4.0,active,0
1799,CHEMBL2337591,Cc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,Ki,125.89,nM,267.372,3.7246200000000016,1.0,2.0,2.0,4.0,inactive,1
1800,CHEMBL2337590,Cc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,Ki,158.49,nM,267.372,3.7246200000000016,1.0,2.0,2.0,4.0,inactive,1
1801,CHEMBL2337589,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CCNC1,Ki,251.19,nM,283.371,3.424800000000001,1.0,3.0,2.0,5.0,inactive,1
1802,CHEMBL2337588,COc1ccccc1O[C@H](c1ccccc1)[C@H]1CCNC1,Ki,1000.0,nM,283.371,3.424800000000001,1.0,3.0,2.0,5.0,inactive,1
1803,CHEMBL2337587,COc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,Ki,501.19,nM,283.371,3.424800000000001,1.0,3.0,2.0,5.0,inactive,1
1804,CHEMBL2337586,COc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,Ki,1000.0,nM,283.371,3.424800000000001,1.0,3.0,2.0,5.0,inactive,1
1805,CHEMBL180101,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,Ki,19952.62,nM,313.39700000000005,3.1938000000000004,1.0,4.0,2.0,6.0,inactive,1
1806,CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,Ki,31622.78,nM,246.354,1.7714,1.0,2.0,1.0,5.0,inactive,1
1807,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,316.23,nM,297.423,4.630900000000003,1.0,3.0,3.0,6.0,inactive,1
1808,CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,Ki,854.0,nM,246.354,1.7714,1.0,2.0,1.0,5.0,inactive,1
1809,CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Ki,854.0,nM,263.381,2.7326000000000006,2.0,3.0,1.0,4.0,inactive,1
1810,CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,Ki,890.0,nM,277.4079999999999,3.0356000000000014,1.0,3.0,1.0,5.0,inactive,1
1811,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,484.0,nM,297.423,4.630900000000003,1.0,3.0,3.0,6.0,inactive,1
1812,CHEMBL2386166,COc1ccc(O[C@H](CC(C)C)[C@@H]2CCNC2)c(C)n1,Ki,890.0,nM,278.396,2.8016200000000007,1.0,4.0,1.0,6.0,inactive,1
1813,CHEMBL2386165,COc1ccc(O[C@@H](CC(C)C)[C@@H]2CCNC2)c(C)n1,Ki,890.0,nM,278.396,2.8016200000000007,1.0,4.0,1.0,6.0,inactive,1
1814,CHEMBL2386164,COc1ccc(O[C@H](CC(C)C)[C@H]2CCNC2)c(C)n1,Ki,890.0,nM,278.396,2.8016200000000007,1.0,4.0,1.0,6.0,inactive,1
1815,CHEMBL2386163,COc1ccc(O[C@@H](CC(C)C)[C@H]2CCNC2)c(C)n1.O=C(O)C(O)C(O)C(=O)O,Ki,354.0,nM,428.4820000000001,0.6790200000000004,5.0,8.0,1.0,9.0,inactive,1
1816,CHEMBL2386163,COc1ccc(O[C@@H](CC(C)C)[C@H]2CCNC2)c(C)n1.O=C(O)C(O)C(O)C(=O)O,Ki,475.0,nM,428.4820000000001,0.6790200000000004,5.0,8.0,1.0,9.0,inactive,1
1817,CHEMBL2391541,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,Ki,10000.0,nM,270.37600000000003,3.3930000000000016,1.0,2.0,2.0,8.0,inactive,1
1818,CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,Ki,10000.0,nM,174.247,2.0576,2.0,1.0,2.0,2.0,inactive,1
1819,CHEMBL2391541,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,Ki,17048.0,nM,270.37600000000003,3.3930000000000016,1.0,2.0,2.0,8.0,inactive,1
1820,CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,Ki,666.0,nM,174.247,2.0576,2.0,1.0,2.0,2.0,inactive,1
1821,CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,Ki,3620.0,nM,277.4079999999999,3.0356000000000014,1.0,3.0,1.0,5.0,inactive,1
1822,CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,Ki,109.0,nM,238.334,2.8461000000000016,1.0,2.0,2.0,1.0,inactive,1
1823,CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,Ki,897.0,nM,193.24599999999995,1.5657,1.0,3.0,1.0,3.0,inactive,1
1824,CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,Ki,2425.0,nM,179.21899999999997,1.3050000000000002,1.0,3.0,1.0,2.0,inactive,1
1825,CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Ki,3764.0,nM,309.331,4.435000000000003,1.0,2.0,2.0,6.0,inactive,1
1826,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,249.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
1827,CHEMBL612,C[C@H](N)Cc1ccccc1,Ki,109.0,nM,135.20999999999998,1.5763,1.0,1.0,1.0,2.0,inactive,1
1828,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,1.3,nM,487.03400000000016,5.743000000000006,0.0,3.0,3.0,10.0,active,0
1829,CHEMBL279556,c1ccc2sc(C3(N4CCCCC4)CCCCC3)cc2c1,Ki,2.7,nM,299.48299999999995,5.546600000000005,0.0,2.0,2.0,2.0,active,0
1830,CHEMBL451838,O=C(Oc1cccc2ccccc12)N1c2ccccc2Sc2ccccc21,Ki,3900.0,nM,369.4450000000001,6.641500000000003,0.0,3.0,4.0,1.0,inactive,1
1831,CHEMBL481153,O=C(OCCN1CCCC1)N1c2ccccc2Sc2ccccc21,Ki,970.0,nM,340.4480000000001,4.521700000000004,0.0,4.0,2.0,3.0,inactive,1
1832,CHEMBL519609,CCN(CC)CCCOC(=O)N1c2ccccc2Sc2ccccc21,Ki,6000.0,nM,356.4910000000001,5.157800000000005,0.0,4.0,2.0,6.0,inactive,1
1833,CHEMBL241115,O=C(Cc1ccc2ccccc2c1)N1c2ccccc2Sc2ccccc21,Ki,6600.0,nM,367.47300000000007,6.211800000000004,0.0,2.0,4.0,2.0,inactive,1
1834,CHEMBL394755,O=C(CCCc1ccccc1)N1c2ccccc2Sc2ccccc21,Ki,3300.0,nM,345.4670000000001,5.838800000000004,0.0,2.0,3.0,4.0,inactive,1
1835,CHEMBL239616,O=C(c1cccc(Br)c1)N1c2ccccc2Sc2ccccc21,Ki,92.0,nM,382.2820000000001,5.8922000000000025,0.0,2.0,3.0,1.0,active,0
1836,CHEMBL1643901,CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,Ki,1.2,nM,283.39,3.403900000000002,0.0,1.0,1.0,3.0,active,0
1837,CHEMBL2432050,Fc1cccc(CCCN[C@H]2C3C4CC5C6C4CC3C6C52)c1,Ki,10000.0,nM,297.41700000000003,3.494300000000002,1.0,1.0,1.0,5.0,inactive,1
1838,CHEMBL2432061,COc1cc(CN(C)[C@H]2C3C4CC5C6C4CC3C6C52)cc(OC)c1OC,Ki,10000.0,nM,355.4780000000002,3.290600000000002,0.0,4.0,1.0,6.0,inactive,1
1839,CHEMBL2432055,CN(Cc1ccccc1)[C@H]1C2C3CC4C5C3CC2C5C41,Ki,10000.0,nM,265.4,3.264800000000002,0.0,1.0,1.0,3.0,inactive,1
1840,CHEMBL2432041,CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,Ki,4523.0,nM,297.373,2.5829000000000004,0.0,2.0,1.0,3.0,inactive,1
1841,CHEMBL2432045,c1ccc(CN[C@H]2C3C4CC5C6C4CC3C6C52)cc1,Ki,3480.0,nM,251.373,2.922600000000001,1.0,1.0,1.0,3.0,inactive,1
1842,CHEMBL1643899,Fc1cccc(CN[C@H]2C3C4CC5C6C4CC3C6C52)c1,Ki,3443.0,nM,269.363,3.061700000000002,1.0,1.0,1.0,3.0,inactive,1
1843,CHEMBL2432048,c1ccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)cc1,Ki,2016.0,nM,265.4,2.9651000000000014,1.0,1.0,1.0,4.0,inactive,1
1844,CHEMBL1643900,Fc1cccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)c1,Ki,1684.0,nM,283.39000000000004,3.1042000000000014,1.0,1.0,1.0,4.0,inactive,1
1845,CHEMBL2432049,c1ccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)nc1,Ki,1558.0,nM,266.388,2.3601,1.0,2.0,1.0,4.0,inactive,1
1846,CHEMBL2432044,CN(CCc1ccccc1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,Ki,1293.0,nM,293.41,2.486300000000001,0.0,2.0,1.0,4.0,inactive,1
1847,CHEMBL2432039,C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42,Ki,126.0,nM,277.411,2.0902,1.0,1.0,0.0,3.0,inactive,1
1848,CHEMBL1643902,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,Ki,101.0,nM,297.41700000000003,3.4464000000000024,0.0,1.0,1.0,4.0,inactive,1
1849,CHEMBL2436555,Cl.NC1=Nc2ccc(Cl)cc2CN1,Ki,10000.0,nM,218.087,1.8112,2.0,3.0,1.0,0.0,inactive,1
1850,CHEMBL569270,CNc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,Ki,2536.0,nM,343.387,3.057500000000001,1.0,6.0,3.0,4.0,inactive,1
1851,CHEMBL508044,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,Ki,10000.0,nM,522.9890000000001,4.987200000000004,2.0,7.0,4.0,9.0,inactive,1
1852,CHEMBL3099773,COc1cccc(OC)c1-c1nc(C(=O)N[C@@H](CC(C)C)C(=O)O)cn1-c1ccnc2cc(Cl)ccc12,Ki,10000.0,nM,522.9890000000001,4.987200000000004,2.0,7.0,4.0,9.0,inactive,1
1853,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,16.2,nM,487.03400000000016,5.743000000000006,0.0,3.0,3.0,10.0,active,0
1854,CHEMBL3104091,CN1CCc2c(c3cccc4c3n2-c2ccccc2CC4)C1,Ki,10000.0,nM,288.3940000000001,3.7170000000000014,0.0,2.0,3.0,0.0,inactive,1
1855,CHEMBL215376,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C,Ki,6.34,nM,385.2450000000001,3.0305000000000017,0.0,3.0,1.0,2.0,active,0
1856,CHEMBL538876,COC(=O)[C@H]1[C@@H](c2ccc(C)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,Ki,17.0,nM,425.31,4.053220000000003,0.0,3.0,1.0,4.0,active,0
1857,CHEMBL3105243,O=C(OCCF)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,Ki,1.33,nM,569.1960000000001,4.689100000000004,0.0,3.0,1.0,6.0,active,0
1858,CHEMBL3105242,O=C(O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,Ki,36.99,nM,523.1520000000002,4.261000000000004,1.0,2.0,1.0,4.0,active,0
1859,CHEMBL1945251,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,Ki,1.72,nM,537.1790000000001,4.349400000000004,0.0,3.0,1.0,4.0,active,0
1860,CHEMBL3126730,NCCSC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,1370.0,nM,312.265,4.774700000000003,1.0,2.0,2.0,5.0,inactive,1
1861,CHEMBL1516187,NCCSC(c1ccccc1)c1ccccc1,Ki,720.0,nM,243.375,3.467900000000002,1.0,2.0,2.0,5.0,inactive,1
1862,CHEMBL3126751,CNC(=O)CSC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,2300.0,nM,340.2750000000001,4.562000000000003,1.0,2.0,2.0,5.0,inactive,1
1863,CHEMBL3126750,CNC(=O)CSC(c1ccccc1)c1ccccc1,Ki,3600.0,nM,271.38500000000005,3.255200000000002,1.0,2.0,2.0,5.0,inactive,1
1864,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,Ki,3090.0,nM,273.357,2.01,1.0,2.0,2.0,5.0,inactive,1
1865,CHEMBL3126730,NCCSC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,1210.0,nM,312.265,4.774700000000003,1.0,2.0,2.0,5.0,inactive,1
1866,CHEMBL1516187,NCCSC(c1ccccc1)c1ccccc1,Ki,390.0,nM,243.375,3.467900000000002,1.0,2.0,2.0,5.0,inactive,1
1867,CHEMBL3126751,CNC(=O)CSC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,3700.0,nM,340.2750000000001,4.562000000000003,1.0,2.0,2.0,5.0,inactive,1
1868,CHEMBL3126750,CNC(=O)CSC(c1ccccc1)c1ccccc1,Ki,5500.0,nM,271.38500000000005,3.255200000000002,1.0,2.0,2.0,5.0,inactive,1
1869,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,Ki,13000.0,nM,273.357,2.01,1.0,2.0,2.0,5.0,inactive,1
1870,CHEMBL1196025,COc1cc2c(cc1OC)CN(C)CC2,Ki,10000000.0,nM,207.273,1.6917,0.0,3.0,1.0,2.0,inactive,1
1871,CHEMBL196760,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NCCCCCC(=O)NCCN4C5CCC4[C@@H](C(=O)OC)[C@@H](c4ccc(Cl)c(Cl)c4)C5)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,Ki,20.0,nM,1011.104,7.838300000000009,2.0,11.0,3.0,20.0,active,0
1872,CHEMBL3298876,CCNC(C)C(=O)c1ccccc1,Ki,1014.0,nM,177.247,1.8673,1.0,2.0,1.0,4.0,inactive,1
1873,CHEMBL3323088,Cc1ccc2c(c1)CN(C)CC2c1ccc(F)cc1,Ki,36.0,nM,255.336,3.711420000000003,0.0,1.0,2.0,1.0,active,0
1874,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,Ki,34.0,nM,233.31099999999995,2.0853,1.0,3.0,1.0,3.0,active,0
1875,CHEMBL3319405,CN1CCC(S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(N5CCOCC5)ccc4Cl)sc3c2)CC1,Ki,290.0,nM,578.1160000000001,3.616100000000003,2.0,9.0,3.0,5.0,inactive,1
1876,CHEMBL1940404,OC1(c2ccc(Cl)cc2)CCN(CCCOc2ccc(F)cc2)CC1,Ki,10000.0,nM,363.86,4.231600000000003,1.0,3.0,2.0,6.0,inactive,1
1877,CHEMBL1940403,OC1(c2ccc(Cl)cc2)CCN(CCCSc2ccc(F)cc2)CC1,Ki,497.0,nM,379.92800000000005,4.944900000000004,1.0,3.0,2.0,6.0,inactive,1
1878,CHEMBL3321788,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCCc1ccc(F)cc1,Ki,778.0,nM,387.9260000000001,5.316400000000005,1.0,2.0,2.0,6.0,inactive,1
1879,CHEMBL3321789,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCOc1ccc(F)cc1,Ki,620.0,nM,389.8980000000001,4.762600000000004,1.0,3.0,2.0,6.0,inactive,1
1880,CHEMBL3321790,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccc(F)cc1,Ki,1081.0,nM,405.96600000000007,5.4759000000000055,1.0,3.0,2.0,6.0,inactive,1
1881,CHEMBL3321791,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1cccc(F)c1,Ki,285.0,nM,405.96600000000007,5.4759000000000055,1.0,3.0,2.0,6.0,inactive,1
1882,CHEMBL3321792,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccccc1F,Ki,354.0,nM,405.96600000000007,5.4759000000000055,1.0,3.0,2.0,6.0,inactive,1
1883,CHEMBL3417585,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)[C@@H]3C[C@H]23)cc1,Ki,10200.0,nM,327.4280000000001,2.4098000000000006,1.0,4.0,1.0,6.0,inactive,1
1884,CHEMBL3417586,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)[C@H]3C[C@@H]23)cc1,Ki,6600.0,nM,327.4280000000001,2.4098000000000006,1.0,4.0,1.0,6.0,inactive,1
1885,CHEMBL464099,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,Ki,950.0,nM,341.4070000000001,3.170100000000001,1.0,5.0,2.0,3.0,inactive,1
1886,CHEMBL3633757,COc1cc2c3c(c1OCc1ccc(Br)cc1)-c1cc4c(cc1CC3N(C)CC2)OCO4,Ki,300.0,nM,494.38500000000033,5.517500000000006,0.0,5.0,3.0,4.0,inactive,1
1887,CHEMBL3663915,COc1c(C2CN(C)Cc3ccccc32)ccc2sccc12,Ki,1000.0,nM,309.434,4.487200000000004,0.0,3.0,3.0,2.0,inactive,1
1888,CHEMBL3663918,CN1Cc2cc(-c3cccnn3)ccc2C(c2cc3ccccc3o2)C1,Ki,41.3,nM,341.4140000000001,4.467100000000004,0.0,4.0,4.0,2.0,active,0
1889,CHEMBL3663908,Cc1ccc(C2CN(C)Cc3ccccc32)s1,Ki,2250.0,nM,243.37500000000003,3.6338200000000014,0.0,2.0,2.0,1.0,inactive,1
1890,CHEMBL3663909,Cc1ccc(C2CN(C)Cc3ccccc32)o1,Ki,5640.0,nM,227.307,3.165320000000002,0.0,2.0,2.0,1.0,inactive,1
1891,CHEMBL3323102,CN1Cc2ccccc2C(c2ccc3cc[nH]c3c2)C1,Ki,19.8,nM,262.35600000000005,3.7452000000000014,1.0,1.0,3.0,1.0,active,0
1892,CHEMBL3323104,CN1Cc2ccccc2C(c2ccc3[nH]ncc3c2)C1,Ki,29.4,nM,263.34400000000005,3.140200000000001,1.0,2.0,3.0,1.0,active,0
1893,CHEMBL3663916,COc1c(C2CN(C)Cc3cc(-c4ccc(C)nn4)ccc32)ccc2sccc12,Ki,1000.0,nM,401.5350000000001,5.252620000000005,0.0,5.0,4.0,3.0,inactive,1
1894,CHEMBL3704756,CCOc1ccc(C2(CC(C)CCNCCCC(N)=O)CCC2)cc1,Ki,471.6,nM,346.5150000000001,3.778400000000002,2.0,3.0,1.0,12.0,inactive,1
1895,CHEMBL3704755,C[C@H](CCNCCCC(N)=O)CC1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,126.1,nM,371.3520000000001,4.686500000000003,2.0,2.0,1.0,10.0,inactive,1
1896,CHEMBL3323105,CN1Cc2ccccc2C(c2ccc3cn[nH]c3c2)C1,Ki,300.0,nM,263.34400000000005,3.140200000000001,1.0,2.0,3.0,1.0,inactive,1
1897,CHEMBL3704754,C[C@@H](CCNCCCC(N)=O)CC1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,0.91,nM,371.3520000000001,4.686500000000003,2.0,2.0,1.0,10.0,active,0
1898,CHEMBL3663920,CN1Cc2ccccc2C(c2ccc3sncc3c2)C1,Ki,79.4,nM,280.396,3.8736000000000033,0.0,3.0,3.0,1.0,active,0
1899,CHEMBL3663910,COc1ccc(C2CN(C)Cc3ccccc32)cn1,Ki,2787.0,nM,254.333,2.6675000000000013,0.0,3.0,2.0,2.0,inactive,1
1900,CHEMBL3663914,CN1Cc2cc(CN3CCOCC3)ccc2C(c2cc3ccccc3s2)C1,Ki,35.4,nM,378.54100000000005,4.310800000000004,0.0,4.0,3.0,3.0,active,0
1901,CHEMBL3323095,CN1Cc2ccccc2C(c2ccc3sccc3c2)C1,Ki,3.8,nM,279.408,4.478600000000004,0.0,2.0,3.0,1.0,active,0
1902,CHEMBL3704753,CC(CCNCCCC(N)=O)CC1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,1.5,nM,371.3520000000001,4.686500000000003,2.0,2.0,1.0,10.0,active,0
1903,CHEMBL3663919,CCN1Cc2ccccc2C(c2ccc3cn[nH]c3c2)C1,Ki,105.0,nM,277.37100000000004,3.5303000000000013,1.0,2.0,3.0,2.0,inactive,1
1904,CHEMBL3663911,COc1cccc2cc(C3CN(C)Cc4ccccc43)oc12,Ki,300.0,nM,293.36600000000004,4.018700000000004,0.0,3.0,3.0,2.0,inactive,1
1905,CHEMBL3704749,CCOc1ccc(C2(C(CC(C)C)NCCOC(=O)CC)CCC2)cc1,Ki,80.4,nM,361.5260000000002,4.464500000000004,1.0,4.0,1.0,11.0,active,0
1906,CHEMBL3323089,CN1Cc2ccccc2C(c2ccc3occc3c2)C1,Ki,4.5,nM,263.34000000000003,4.010100000000003,0.0,2.0,3.0,1.0,active,0
1907,CHEMBL3663907,CN1Cc2ccccc2C(c2cccs2)C1,Ki,5990.0,nM,229.348,3.325400000000002,0.0,2.0,2.0,1.0,inactive,1
1908,CHEMBL3640036,CCCC(=O)NCCNC(CC(C)C)C1(c2ccc(OCC)cc2)CCC1,Ki,251.4,nM,374.5690000000002,4.427600000000004,2.0,3.0,1.0,12.0,inactive,1
1909,CHEMBL3323097,CN1Cc2ccccc2C(c2cc3ccccc3s2)C1,Ki,14.3,nM,279.408,4.478600000000003,0.0,2.0,3.0,1.0,active,0
1910,CHEMBL3323101,CN1Cc2ccccc2C(c2ccc3[nH]ccc3c2)C1,Ki,3.8,nM,262.35600000000005,3.7452000000000014,1.0,1.0,3.0,1.0,active,0
1911,CHEMBL3663917,CN1Cc2cc(-c3cccnn3)ccc2C(c2ccc3sccc3c2)C1,Ki,8.5,nM,357.4820000000001,4.935600000000004,0.0,4.0,4.0,2.0,active,0
1912,CHEMBL3704757,CCOc1ccc(C2(C[C@@H](C)CCNCCCC(N)=O)CCC2)cc1,Ki,130.3,nM,346.5150000000001,3.778400000000002,2.0,3.0,1.0,12.0,inactive,1
1913,CHEMBL3704758,CCOc1ccc(C2(C[C@H](C)CCNCCCC(N)=O)CCC2)cc1,Ki,4026.0,nM,346.5150000000001,3.778400000000002,2.0,3.0,1.0,12.0,inactive,1
1914,CHEMBL3323097,CN1Cc2ccccc2C(c2cc3ccccc3s2)C1,Ki,128.0,nM,279.408,4.478600000000003,0.0,2.0,3.0,1.0,inactive,1
1915,CHEMBL3323179,CN(C)Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,Ki,4.4,nM,336.504,4.540200000000004,0.0,3.0,3.0,3.0,active,0
1916,CHEMBL3323095,CN1Cc2ccccc2C(c2ccc3sccc3c2)C1,Ki,3.8,nM,279.408,4.478600000000004,0.0,2.0,3.0,1.0,active,0
1917,CHEMBL3704751,CCOC(=O)NCCNC(CC(C)C)C1(c2ccc(OCC)cc2)CCC1,Ki,158.5,nM,376.5410000000002,4.257400000000003,2.0,4.0,1.0,11.0,inactive,1
1918,CHEMBL3704750,CCOC(=O)NCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,38.4,nM,401.37800000000016,5.165500000000004,2.0,3.0,1.0,9.0,active,0
1919,CHEMBL3323090,CN1Cc2ccccc2C(c2ccc3ccoc3c2)C1,Ki,7.5,nM,263.34000000000003,4.010100000000003,0.0,2.0,3.0,1.0,active,0
1920,CHEMBL3663912,CN1Cc2cc(-c3cccnn3)ccc2C(c2cc3ccccc3s2)C1,Ki,119.0,nM,357.4820000000001,4.935600000000004,0.0,4.0,4.0,2.0,inactive,1
1921,CHEMBL3323094,CN1Cc2ccccc2C(c2cccc3ccoc23)C1,Ki,4.5,nM,263.34000000000003,4.010100000000003,0.0,2.0,3.0,1.0,active,0
1922,CHEMBL3323091,CN1Cc2ccccc2C(c2cc3ccccc3o2)C1,Ki,13.5,nM,263.34000000000003,4.010100000000003,0.0,2.0,3.0,1.0,active,0
1923,CHEMBL3663906,Cc1noc(C)c1C1CN(C)Cc2ccccc21,Ki,128000.0,nM,242.322,2.8687400000000016,0.0,3.0,2.0,1.0,inactive,1
1924,CHEMBL3323091,CN1Cc2ccccc2C(c2cc3ccccc3o2)C1,Ki,13.5,nM,263.34000000000003,4.010100000000003,0.0,2.0,3.0,1.0,active,0
1925,CHEMBL3704752,CCCC(=O)NCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,52.7,nM,399.4060000000002,5.3357000000000046,2.0,2.0,1.0,10.0,active,0
1926,CHEMBL3704748,CCC(=O)OCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,7.2,nM,386.36300000000017,5.372600000000005,1.0,3.0,1.0,9.0,active,0
1927,CHEMBL3735756,COc1ccc(CCN(CCCc2ccccc2)CCc2ccc3c(c2)OCO3)cc1OC,Ki,498.0,nM,447.5750000000003,5.152500000000005,0.0,5.0,3.0,12.0,inactive,1
1928,CHEMBL3754166,C=CCN(CC=C)CCc1c[nH]c2ccc(Br)cc12,Ki,2511.89,nM,319.24600000000004,4.146900000000003,1.0,1.0,2.0,7.0,inactive,1
1929,CHEMBL3752576,C=CCN(CC=C)CCc1c[nH]c2ccccc12,Ki,1258.93,nM,240.35,3.384400000000002,1.0,1.0,2.0,7.0,inactive,1
1930,CHEMBL2391541,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,Ki,3162.28,nM,270.37600000000003,3.3930000000000016,1.0,2.0,2.0,8.0,inactive,1
1931,CHEMBL3753318,C=CCN(CC=C)CCc1c[nH]c2ccc(C)cc12,Ki,3162.28,nM,254.377,3.692820000000002,1.0,1.0,2.0,7.0,inactive,1
1932,CHEMBL3752900,C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12,Ki,794.33,nM,274.795,4.0378000000000025,1.0,1.0,2.0,7.0,inactive,1
1933,CHEMBL3754496,C=CCN(CC=C)CCc1c[nH]c2ccc(F)cc12,Ki,1995.26,nM,258.34000000000003,3.523500000000002,1.0,1.0,2.0,7.0,inactive,1
1934,CHEMBL3923870,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,Ki,4800.0,nM,405.8860000000001,1.3552999999999995,4.0,8.0,2.0,6.0,inactive,1
1935,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,Ki,2000.0,nM,273.357,2.01,1.0,2.0,2.0,5.0,inactive,1
1936,CHEMBL3126735,Fc1ccc(C(SCCNCCCc2ccccc2)c2ccc(F)cc2)cc1,Ki,890.0,nM,397.5340000000001,6.009800000000005,1.0,2.0,3.0,10.0,inactive,1
1937,CHEMBL3916231,CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,200.0,nM,406.54200000000014,3.785800000000004,1.0,4.0,2.0,8.0,inactive,1
