,molecule_chembl_id,smiles,standard_type,standard_value,standard_units,MW,LogP,NumHDonors,NumHAcceptors,AR,RB,bioactivity_class,bioactivity_class_encoded
0,CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,Ki,33.0,nM,295.81,2.847700000000002,0.0,3.0,1.0,2.0,active,0
1,CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,Ki,314.0,nM,295.81,2.847700000000002,0.0,3.0,1.0,2.0,inactive,1
2,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,32.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,active,0
3,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,388.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
4,CHEMBL333280,CN1CCC(O)(c2ccc(Cl)c(Cl)c2)C([C@@H](O)c2ccc(Cl)c(Cl)c2)C1,Ki,4140.0,nM,435.1780000000001,5.173100000000004,2.0,3.0,2.0,3.0,inactive,1
5,CHEMBL120490,CN1CCC(O)(c2ccc(Cl)c(Cl)c2)C(C(=O)c2ccc(Cl)c(Cl)c2)C1,Ki,10.9,nM,433.16200000000015,5.322400000000004,1.0,3.0,2.0,3.0,active,0
6,CHEMBL120269,Cc1ccc(C2OC(=O)OC3(c4ccc(C)cc4)CCN(C)CC23)cc1,Ki,8190.0,nM,351.4460000000001,4.358540000000003,0.0,4.0,2.0,2.0,inactive,1
7,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,231.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
8,CHEMBL333476,Cc1ccc([C@H](O)C2CN(C)CCC2(O)c2ccc(C)cc2)cc1,Ki,10650.0,nM,325.452,3.176340000000001,2.0,3.0,2.0,3.0,inactive,1
9,CHEMBL120951,CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1,Ki,5700.0,nM,331.362,2.987000000000002,1.0,3.0,2.0,3.0,inactive,1
10,CHEMBL118794,CN1CCC(O)(c2ccc(Cl)cc2Cl)C([C@@H](O)c2ccc(Cl)cc2Cl)C1,Ki,4350.0,nM,435.1780000000001,5.173100000000004,2.0,3.0,2.0,3.0,inactive,1
11,CHEMBL331334,CN1CCC(O)(c2ccc(Cl)cc2Cl)C(C(=O)c2ccc(Cl)cc2Cl)C1,Ki,3650.0,nM,433.16200000000015,5.322400000000004,1.0,3.0,2.0,3.0,inactive,1
12,CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,Ki,0.48,nM,385.245,3.0305000000000017,0.0,3.0,1.0,2.0,active,0
13,CHEMBL174088,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(/C=C\I)cc1)N2,Ki,3.47,nM,397.256,3.4894000000000016,1.0,3.0,1.0,3.0,active,0
14,CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,Ki,0.49,nM,266.388,3.5328000000000026,1.0,2.0,2.0,4.0,active,0
15,CHEMBL106939,CN(C)Cc1ccccc1Sc1ccc(C#N)cc1N,Ki,1423.0,nM,283.40000000000003,3.3532800000000016,1.0,4.0,2.0,4.0,inactive,1
16,CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,Ki,1.46,nM,318.339,3.201500000000001,1.0,4.0,1.0,9.0,active,0
17,CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,Ki,30.0,nM,271.36,3.424800000000002,1.0,3.0,2.0,7.0,active,0
18,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Ki,60.0,nM,313.39700000000005,3.1938000000000004,1.0,4.0,2.0,6.0,active,0
19,CHEMBL104673,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1N,Ki,2038.0,nM,326.387,4.500400000000004,1.0,3.0,2.0,4.0,inactive,1
20,CHEMBL107077,COc1ccc(Sc2ccccc2CN(C)C)c(N)c1,Ki,2651.0,nM,288.41600000000005,3.4902000000000006,1.0,4.0,2.0,5.0,inactive,1
21,CHEMBL432394,CN(C)Cc1ccccc1Sc1ccc(Cl)cc1N,Ki,115.0,nM,292.83500000000004,4.135000000000003,1.0,3.0,2.0,4.0,inactive,1
22,CHEMBL173427,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(/C=C/I)cc1)N2,Ki,1.88,nM,397.256,3.4894000000000016,1.0,3.0,1.0,3.0,active,0
23,CHEMBL353333,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2,Ki,0.12,nM,371.218,2.6883,1.0,3.0,1.0,2.0,active,0
24,CHEMBL28394,CN1C2CCC1[C@@H](/C=C/Cl)[C@@H](c1ccc(Cl)cc1)C2,Ki,0.88,nM,296.24100000000004,4.658800000000004,0.0,1.0,1.0,2.0,active,0
25,CHEMBL28394,CN1C2CCC1[C@@H](/C=C/Cl)[C@@H](c1ccc(Cl)cc1)C2,Ki,0.22,nM,296.24100000000004,4.658800000000004,0.0,1.0,1.0,2.0,active,0
26,CHEMBL342055,c1ccc(CC(c2ccccc2)c2ccncc2)cc1,Ki,99.0,nM,259.35200000000003,4.456200000000003,0.0,1.0,3.0,4.0,active,0
27,CHEMBL342055,c1ccc(CC(c2ccccc2)c2ccncc2)cc1,Ki,263.0,nM,259.35200000000003,4.456200000000003,0.0,1.0,3.0,4.0,inactive,1
28,CHEMBL357322,c1ccc(Cc2ccncc2)cc1,Ki,10000.0,nM,169.227,2.672400000000001,0.0,1.0,2.0,2.0,inactive,1
29,CHEMBL357322,c1ccc(Cc2ccncc2)cc1,Ki,10000.0,nM,169.227,2.672400000000001,0.0,1.0,2.0,2.0,inactive,1
30,CHEMBL347772,c1ccc(C(c2ccccc2)c2ccccn2)cc1,Ki,742.0,nM,245.325,4.261800000000003,0.0,1.0,3.0,3.0,inactive,1
31,CHEMBL347772,c1ccc(C(c2ccccc2)c2ccccn2)cc1,Ki,1067.0,nM,245.325,4.261800000000003,0.0,1.0,3.0,3.0,inactive,1
32,CHEMBL150045,c1ccc(C(c2ccccc2)c2ccncc2)cc1,Ki,79.0,nM,245.325,4.261800000000003,0.0,1.0,3.0,3.0,active,0
33,CHEMBL150045,c1ccc(C(c2ccccc2)c2ccncc2)cc1,Ki,255.0,nM,245.325,4.261800000000003,0.0,1.0,3.0,3.0,inactive,1
34,CHEMBL149246,c1ccc(C(c2ccccc2)c2cccnc2)cc1,Ki,780.0,nM,245.325,4.261800000000003,0.0,1.0,3.0,3.0,inactive,1
35,CHEMBL149246,c1ccc(C(c2ccccc2)c2cccnc2)cc1,Ki,860.0,nM,245.325,4.261800000000003,0.0,1.0,3.0,3.0,inactive,1
36,CHEMBL357312,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,Ki,10000.0,nM,255.32,5.055000000000003,0.0,1.0,4.0,1.0,inactive,1
37,CHEMBL357312,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,Ki,10000.0,nM,255.32,5.055000000000003,0.0,1.0,4.0,1.0,inactive,1
38,CHEMBL149878,c1cncc(-c2c3ccccc3cc3ccccc23)c1,Ki,10000.0,nM,255.32,5.055000000000003,0.0,1.0,4.0,1.0,inactive,1
39,CHEMBL149878,c1cncc(-c2c3ccccc3cc3ccccc23)c1,Ki,10000.0,nM,255.32,5.055000000000003,0.0,1.0,4.0,1.0,inactive,1
40,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,270.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
41,CHEMBL544370,Cl.OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21,Ki,2.55,nM,344.7980000000002,2.4964000000000004,1.0,5.0,2.0,1.0,active,0
42,CHEMBL417049,CN(CCOC(c1ccccc1)c1ccccc1)C1CCN(CCCc2ccccc2)CC1,Ki,30.0,nM,442.6470000000004,5.821600000000007,0.0,3.0,3.0,11.0,active,0
43,CHEMBL26320,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,73.0,nM,414.5930000000001,5.0430000000000055,0.0,3.0,3.0,10.0,active,0
44,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,490.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
45,CHEMBL336100,OC1(c2ccc(Cl)cc2)c2cccc(F)c2C2=NCCN21,Ki,23.1,nM,302.73600000000005,2.7483000000000013,1.0,3.0,2.0,1.0,active,0
46,CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Ki,45.0,nM,284.74600000000004,2.6092000000000004,1.0,3.0,2.0,1.0,active,0
47,CHEMBL133070,COC(=O)C1C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,Ki,10000.0,nM,343.4230000000001,2.831100000000001,0.0,5.0,1.0,4.0,inactive,1
48,CHEMBL67024,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,110.0,nM,432.58300000000014,5.228400000000006,1.0,3.0,3.0,10.0,inactive,1
49,CHEMBL130668,Oc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,Ki,87.1,nM,280.32699999999994,2.0515,2.0,4.0,2.0,1.0,active,0
50,CHEMBL443797,CN(CCCc1ccccc1)C1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,Ki,340.0,nM,442.6470000000001,5.821600000000006,0.0,3.0,3.0,11.0,inactive,1
51,CHEMBL335165,COC(=O)C1=C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,Ki,10000.0,nM,341.4070000000001,2.884900000000002,0.0,5.0,1.0,4.0,inactive,1
52,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,760.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
53,CHEMBL421867,c1ccc(CCCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,160.0,nM,428.6200000000001,5.479400000000005,1.0,3.0,3.0,11.0,inactive,1
54,CHEMBL336940,COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1,Ki,2.9,nM,314.77199999999993,2.617800000000001,1.0,4.0,2.0,2.0,active,0
55,CHEMBL66112,Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,100.0,nM,446.6100000000001,5.476000000000005,1.0,3.0,3.0,11.0,inactive,1
56,CHEMBL133043,COc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,Ki,36.2,nM,294.354,2.3545000000000007,1.0,4.0,2.0,2.0,active,0
57,CHEMBL133902,OC1(c2ccccc2)c2ccccc2C2=NCCN21,Ki,1070.0,nM,250.301,1.9558,1.0,3.0,2.0,1.0,inactive,1
58,CHEMBL63703,c1ccc(CN2CCC(NCCOC(c3ccccc3)c3ccccc3)CC2)cc1,Ki,83.0,nM,400.56600000000014,5.046800000000005,1.0,3.0,3.0,9.0,active,0
59,CHEMBL67203,c1ccc(CCCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,18.0,nM,442.6470000000001,5.727000000000006,1.0,3.0,3.0,12.0,active,0
60,CHEMBL130477,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,Ki,1.7,nM,298.7730000000001,2.9993000000000007,1.0,3.0,2.0,1.0,active,0
61,CHEMBL132955,OC1(c2ccc(Cl)cc2)c2cc(Cl)c(Cl)cc2C2=NCCN21,Ki,1.05,nM,353.63600000000014,3.916000000000002,1.0,3.0,2.0,1.0,active,0
62,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,419.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
63,CHEMBL133070,COC(=O)C1C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,Ki,10000.0,nM,343.4230000000001,2.831100000000001,0.0,5.0,1.0,4.0,inactive,1
64,CHEMBL335423,COC(=O)C1C(c2ccc(OC)c(OC)c2)CC2CCC1N2C,Ki,1536.0,nM,319.40100000000007,2.4431000000000003,0.0,5.0,1.0,4.0,inactive,1
65,CHEMBL67078,c1ccc(CCCNCC2CCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,70.0,nM,442.6470000000001,5.727000000000006,1.0,3.0,3.0,12.0,active,0
66,CHEMBL132082,COc1ccc2c(c1)C(O)(c1ccc(Cl)cc1)N1CCN=C21,Ki,6.0,nM,314.7720000000001,2.617800000000001,1.0,4.0,2.0,2.0,active,0
67,CHEMBL417035,Fc1ccc(CCNCC2CCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,Ki,87.0,nM,446.6100000000001,5.476000000000006,1.0,3.0,3.0,11.0,active,0
68,CHEMBL69380,CN(CCc1ccc(F)cc1)CC1CCCN(CCOC(c2ccccc2)c2ccccc2)C1,Ki,90.0,nM,460.63700000000017,5.818200000000006,0.0,3.0,3.0,11.0,active,0
69,CHEMBL132954,COc1cccc2c1C(O)(c1ccc(Cl)cc1)N1CCN=C21,Ki,10.3,nM,314.7720000000001,2.617800000000001,1.0,4.0,2.0,2.0,active,0
70,CHEMBL336613,Clc1ccc(C2c3ccccc3C3=NCCN32)cc1,Ki,23.0,nM,268.747,3.505200000000003,0.0,2.0,2.0,1.0,active,0
71,CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Ki,45.0,nM,284.74600000000004,2.6092000000000004,1.0,3.0,2.0,1.0,active,0
72,CHEMBL334577,OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCCN21,Ki,2.01,nM,348.8330000000002,4.152500000000003,1.0,3.0,3.0,1.0,active,0
73,CHEMBL340281,OC1(c2ccc3ccccc3c2)c2ccc3ccccc3c2C2=NCCN21,Ki,2.83,nM,350.42100000000016,4.262200000000004,1.0,3.0,4.0,1.0,active,0
74,CHEMBL133646,OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCN21,Ki,27.2,nM,334.8060000000001,3.762400000000003,1.0,3.0,3.0,1.0,active,0
75,CHEMBL337020,OC1(c2ccc(Cl)cc2)c2ccccc2C2=N[C@H]3CCCC[C@@H]3N21,Ki,152.0,nM,338.8380000000002,3.9204000000000025,1.0,3.0,2.0,1.0,inactive,1
76,CHEMBL132676,OC1(c2ccc3ccccc3c2)c2ccccc2C2=NCCN21,Ki,45.0,nM,300.36100000000005,3.1090000000000027,1.0,3.0,3.0,1.0,active,0
77,CHEMBL130477,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,Ki,1.7,nM,298.7730000000001,2.9993000000000007,1.0,3.0,2.0,1.0,active,0
78,CHEMBL137020,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4s3)CC2)c2ccc(F)cc2)cc1,Ki,1.61,nM,477.6200000000002,7.587800000000007,0.0,3.0,4.0,8.0,active,0
79,CHEMBL538405,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4[nH]3)CC2)c2ccc(F)cc2)cc1,Ki,0.73,nM,460.56800000000015,6.854400000000006,1.0,2.0,4.0,8.0,active,0
80,CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,3.7,nM,450.5730000000001,5.3212000000000055,0.0,3.0,3.0,10.0,active,0
81,CHEMBL77867,Fc1ccc(C(OCCC2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,1.1,nM,449.5850000000001,6.805700000000007,0.0,2.0,3.0,10.0,active,0
82,CHEMBL136057,Fc1ccc(C(OCCC2CCN(C/C=C/c3ccco3)CC2)c2ccc(F)cc2)cc1,Ki,0.99,nM,437.53000000000014,6.479300000000007,0.0,3.0,3.0,9.0,active,0
83,CHEMBL35411,Fc1ccc(C(OCCC2CCN(Cc3cccc4ccccc34)CC2)c2ccc(F)cc2)cc1,Ki,16.0,nM,471.5910000000002,7.526300000000007,0.0,2.0,4.0,8.0,active,0
84,CHEMBL416409,Fc1ccc(C(OCCC2CCN(Cc3ccc4ccccc4c3)CC2)c2ccc(F)cc2)cc1,Ki,0.71,nM,471.5910000000002,7.526300000000007,0.0,2.0,4.0,8.0,active,0
85,CHEMBL343534,Fc1ccc(C(OCCC2CCN(C/C=C/c3cccs3)CC2)c2ccc(F)cc2)cc1,Ki,1.3,nM,453.5980000000001,6.947800000000007,0.0,3.0,3.0,9.0,active,0
86,CHEMBL136249,Fc1ccc(C(OCCC2CCN(CC#Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,5.3,nM,445.5530000000001,6.224600000000007,0.0,2.0,3.0,7.0,active,0
87,CHEMBL137718,Fc1ccc(C(OCCC2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,0.45,nM,447.5690000000001,6.886300000000007,0.0,2.0,3.0,9.0,active,0
88,CHEMBL136154,Fc1ccc(C(OCCC2CCN(Cc3cc4ccccc4o3)CC2)c2ccc(F)cc2)cc1,Ki,1.01,nM,461.5520000000002,7.119300000000006,0.0,3.0,4.0,8.0,active,0
89,CHEMBL14144,CN1C2CCC1C(C(=O)Oc1ccccc1)C(c1ccc(Cl)cc1)C2,Ki,5.25,nM,355.8650000000001,4.511900000000004,0.0,3.0,2.0,3.0,active,0
90,CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,Ki,16540.0,nM,324.39900000000006,3.812980000000003,0.0,3.0,2.0,5.0,inactive,1
91,CHEMBL121611,Fc1ccc(C(OCCNCCCNCCc2ccccc2)c2ccc(F)cc2)cc1,Ki,28.0,nM,424.535,4.882800000000004,2.0,3.0,3.0,13.0,active,0
92,CHEMBL122859,O=C1CN(CCc2ccccc2)CCN1CCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,1430.0,nM,450.52900000000005,4.457700000000004,0.0,3.0,3.0,9.0,inactive,1
93,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Ki,10000.0,nM,313.39700000000005,3.1938000000000004,1.0,4.0,2.0,6.0,inactive,1
94,CHEMBL123252,CN(CCCc1ccccc1)CCCN(C)CCOC(c1ccccc1)c1ccccc1,Ki,122.0,nM,430.636,5.679100000000006,0.0,3.0,3.0,14.0,inactive,1
95,CHEMBL14305,COC(=O)C1C(c2ccc(/C=C\Br)cc2)CC2CCC1N2C,Ki,3.1,nM,364.2830000000001,3.7915000000000014,0.0,3.0,1.0,3.0,active,0
96,CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,3.5,nM,397.256,3.4894000000000016,1.0,3.0,1.0,3.0,active,0
97,CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,15.0,nM,397.256,3.4894000000000016,1.0,3.0,1.0,3.0,active,0
98,CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,15.0,nM,397.256,3.4894000000000016,1.0,3.0,1.0,3.0,active,0
99,CHEMBL420900,O=C(Cc1ccccc1)NCCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,61.0,nM,438.518,4.409400000000003,2.0,3.0,3.0,12.0,active,0
100,CHEMBL333667,O=C(Cc1ccccc1)NCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,54.0,nM,424.491,4.019300000000003,2.0,3.0,3.0,11.0,active,0
101,CHEMBL122452,CN(CCCN(C)CCc1ccccc1)CCOC(c1ccccc1)c1ccccc1,Ki,322.0,nM,416.6090000000001,5.289000000000005,0.0,3.0,3.0,13.0,inactive,1
102,CHEMBL2112594,O=C(CCc1ccccc1)NCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,51.0,nM,438.5180000000001,4.409400000000003,2.0,3.0,3.0,12.0,active,0
103,CHEMBL275212,COC(=O)C1C(c2ccc(/C=C\I)cc2)CC2CCC1N2C,Ki,22.0,nM,411.2830000000001,3.8316000000000026,0.0,3.0,1.0,3.0,active,0
104,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,759.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
105,CHEMBL121027,CN(CCOC(c1ccccc1)c1ccccc1)CCN(C)CCc1ccc(F)cc1,Ki,30.0,nM,420.5720000000002,5.038000000000006,0.0,3.0,3.0,12.0,active,0
106,CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,Ki,1.3,nM,385.245,3.0305000000000017,0.0,3.0,1.0,2.0,active,0
107,CHEMBL121460,CN(CCOC(c1ccc(F)cc1)c1ccc(F)cc1)CCN(C)CCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,26.0,nM,580.6660000000004,7.018800000000008,0.0,4.0,4.0,15.0,active,0
108,CHEMBL123830,O=C(Cc1ccc(F)cc1)NCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,54.0,nM,442.4810000000001,4.158400000000003,2.0,3.0,3.0,11.0,active,0
109,CHEMBL14613,COC(=O)C1C2CCC(CC1c1ccc(I)cc1)N2,Ki,0.69,nM,371.218,2.6883,1.0,3.0,1.0,2.0,active,0
110,CHEMBL124222,O=C1CN(CCOC(c2ccccc2)c2ccccc2)CCN1CCCc1ccccc1,Ki,8200.0,nM,428.5760000000003,4.569600000000005,0.0,3.0,3.0,10.0,inactive,1
111,CHEMBL14257,COC(=O)C1C2CCC(CC1c1ccc(C=C(Br)Br)cc1)N2,Ki,5.6,nM,429.152,4.171900000000004,1.0,3.0,1.0,3.0,active,0
112,CHEMBL27979,C[C@H]1CC[C@H](C)N1CCCOc1ccc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1,Ki,4897.79,nM,422.5690000000003,4.467700000000004,0.0,4.0,2.0,7.0,inactive,1
113,CHEMBL14924,COC(=O)C1C(c2ccc(C=C(Br)Br)cc2)CC2CCC1N2C,Ki,6.73,nM,443.17900000000014,4.514100000000005,0.0,3.0,1.0,3.0,active,0
114,CHEMBL2112595,O=C(CCc1ccc(Br)cc1)N/C=C/NCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,510.0,nM,515.3980000000003,5.643100000000005,2.0,3.0,3.0,11.0,inactive,1
115,CHEMBL14531,COC(=O)C1C2CCC(CC1c1ccc(/C=C\Br)cc1)N2,Ki,3.9,nM,350.256,3.449300000000002,1.0,3.0,1.0,3.0,active,0
116,CHEMBL432727,CN1C2CCC1C(C(=O)NCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Ki,18.4,nM,639.7120000000001,6.619000000000008,2.0,4.0,2.0,11.0,active,0
117,CHEMBL407803,CN1C2CCC1C(C(=O)NCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Ki,21.7,nM,611.6580000000001,5.838800000000006,2.0,4.0,2.0,9.0,active,0
118,CHEMBL307314,CN1C2CCC1C(C(=O)NCCCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Ki,6.7,nM,667.766,7.399200000000008,2.0,4.0,2.0,13.0,active,0
119,CHEMBL303266,CN1C2CCC1C(C(=O)NCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Ki,65.1,nM,597.6310000000002,5.448700000000006,2.0,4.0,2.0,8.0,active,0
120,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,272.0,nM,303.35800000000006,1.8677,0.0,5.0,1.0,3.0,inactive,1
121,CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,Ki,1.1,nM,293.794,3.0793000000000017,0.0,3.0,1.0,2.0,active,0
122,CHEMBL2029054,CNCC[C@H](Oc1cccc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12)c1cccs1,Ki,10000000.0,nM,681.6690000000002,-0.8270999999999984,9.0,15.0,3.0,12.0,inactive,1
123,CHEMBL119605,CNCC[C@H](Oc1cccc2c(O)c(OC)ccc12)c1cccs1,Ki,2814000.0,nM,343.44800000000004,4.345100000000003,2.0,5.0,3.0,7.0,inactive,1
124,CHEMBL325669,CNCC[C@H](Oc1cccc2c(OC)c(O)ccc12)c1cccs1,Ki,353000.0,nM,343.44800000000004,4.345100000000003,2.0,5.0,3.0,7.0,inactive,1
125,CHEMBL420142,CNCC[C@H](Oc1cccc2c(OS(=O)(=O)[O-])c(OC)ccc12)c1cccs1.[Na+],Ki,10000000.0,nM,445.49400000000014,0.4825000000000001,1.0,8.0,3.0,9.0,inactive,1
126,CHEMBL2029052,CNCC[C@H](Oc1cccc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12)c1cccs1,Ki,10000000.0,nM,489.5460000000001,1.9019000000000004,5.0,9.0,3.0,9.0,inactive,1
127,CHEMBL2029055,CNCC[C@H](Oc1cccc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(OC)ccc12)c1cccs1,Ki,10000000.0,nM,519.5720000000001,1.9105,5.0,10.0,3.0,10.0,inactive,1
128,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,240.0,nM,297.423,4.630900000000003,1.0,3.0,3.0,6.0,inactive,1
129,CHEMBL2029053,CNCC[C@H](Oc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12)c1cccs1,Ki,3509000.0,nM,489.5460000000001,1.9019000000000008,5.0,9.0,3.0,9.0,inactive,1
130,CHEMBL332098,CNCC[C@H](Oc1cccc2cc(O)ccc12)c1cccs1,Ki,163500.0,nM,313.422,4.336500000000003,2.0,4.0,3.0,6.0,inactive,1
131,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,240000.0,nM,297.423,4.630900000000003,1.0,3.0,3.0,6.0,inactive,1
132,CHEMBL324967,CNCC[C@H](Oc1cccc2c(O)cccc12)c1cccs1,Ki,240500.0,nM,313.422,4.336500000000003,2.0,4.0,3.0,6.0,inactive,1
133,CHEMBL332097,CNCC[C@H](Oc1ccc(O)c2ccccc12)c1cccs1,Ki,130000.0,nM,313.422,4.336500000000003,2.0,4.0,3.0,6.0,inactive,1
134,CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,130.0,nM,334.2900000000001,5.958200000000005,1.0,1.0,2.0,2.0,inactive,1
135,CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,370.0,nM,334.2900000000001,5.958200000000005,1.0,1.0,2.0,2.0,inactive,1
